1.42062,-2.45907,0.367931
2.64475,2.39498,1.89138
-1.3503,-0.343344,-1.33252
1.87988,-2.12232,0.297523
1.02509,-2.58487,0.266257
-0.289874,-1.87878,-1.19091
-2.83886,1.08918,-0.314336
-2.70756,-2.85424,-1.60218
-2.35323,-2.21992,-1.93818
2.62956,-0.811756,0.451314
0.473173,1.13129,1.36659
2.37136,1.28749,2.08848
-0.78557,2.78722,-0.299664
0.373008,-2.37923,-0.356704
-2.04285,-0.395349,-1.55869
2.99817,-0.4089,0.8159
2.98077,0.615089,1.82808
-0.826955,-0.340048,-1.06076
-2.81524,1.73338,-0.264289
1.19282,-1.06372,-0.0370374
-0.727522,0.220106,-0.355825
2.27431,2.5109,1.75854
-2.32338,0.89306,-0.365781
0.861747,0.542025,1.27131
-0.758469,2.08625,0.194769
1.68193,1.09302,1.91735
0.652078,-2.6378,0.0525098
-0.452481,0.716718,0.344615
2.61344,-1.02619,0.326594
-0.0866141,0.79198,0.722911
0.780077,-0.927669,-0.220373
-1.82018,-2.39077,-1.73672
1.43728,0.671672,1.62421
1.7484,0.207288,1.29158
1.92877,-1.64384,0.147078
-1.17469,-2.04193,-1.69391
1.83758,-1.25526,0.137479
-0.0223403,-2.09632,-0.868966
2.9154,2.69969,1.75308
2.43692,-0.158396,1.02492
-2.23805,-2.71342,-1.62204
-2.84637,-0.839224,-1.96378
1.25636,-0.510346,0.371959
0.603919,-0.572239,-0.0872459
-1.26643,1.66783,0.0567012
-2.65885,-1.27742,-2.13242
2.91778,-1.23256,0.262848
-2.69676,-2.27541,-1.95728
-2.40139,1.28511,-0.22822
-2.13386,-0.451383,-1.6231
2.06446,-2.0249,0.282541
0.648416,1.33016,1.53278
-1.72203,0.313862,-0.734199
-0.933712,1.56253,0.251976
2.81047,0.707929,1.88206
2.63908,-0.818165,0.447753
1.51694,0.45651,1.47195
2.04157,2.40359,1.77505
-1.03076,-0.537447,-1.37092
0.911555,-0.69273,0.0271912
2.6345,1.69291,2.13296
0.402673,-1.82531,-0.60743
1.80388,0.389123,1.48334
2.48965,-0.426112,0.758231
1.27394,-2.9707,0.687347
2.02289,2.19557,1.88059
1.77568,0.039187,1.12078
-2.46695,0.438931,-0.732001
-0.846731,-2.74895,-1.0727
2.78685,-2.2516,0.422012
2.29592,-1.88281,0.254235
-0.910822,-0.300678,-1.07186
-2.1855,1.66947,-0.201684
2.34115,-1.16755,0.245864
-0.525362,-1.77019,-1.40842
-1.15876,-0.758103,-1.60495
2.37392,-1.12672,0.263333
1.84362,2.91046,1.37774
-2.12836,2.63651,-0.659252
0.85955,-0.206189,0.471196
1.27138,-2.52078,0.34821
1.71434,-2.34041,0.382807
2.24611,0.997436,1.98226
1.35085,1.67131,1.87317
0.0216079,2.88116,0.288458
-0.615272,-2.27651,-1.24736
-2.69511,1.12708,-0.293406
-1.5911,-0.469328,-1.53357
0.963743,-0.000366211,0.766127
-0.951657,-2.54038,-1.28934
-0.544039,-0.258744,-0.769391
1.76451,1.11866,1.94445
1.01062,2.03369,1.61883
-2.59018,1.69072,-0.245753
0.555576,1.20857,1.44789
0.534151,-1.97912,-0.440711
1.39938,-2.79161,0.599461
-0.56345,2.45321,0.11231
1.65922,0.299213,1.36221
2.97235,2.41384,1.93263
-0.558506,-2.47226,-1.081
-1.89379,-2.2505,-1.83404
-1.22835,0.936459,-0.0355854
-1.78099,-0.187145,-1.29918
-1.72716,-2.47848,-1.65662
2.15986,-1.70298,0.194005
-1.40304,-1.05439,-1.85496
2.05201,-2.17634,0.352764
-1.39681,-1.0022,-1.83233
-2.1518,-1.72276,-2.07828
-1.71159,0.804798,-0.299422
0.634866,2.89233,0.808373
2.46695,-0.208204,0.975977
0.685955,0.0871634,0.690824
1.19886,0.393701,1.30113
2.26882,-2.9469,0.882702
-1.0282,0.515656,-0.242635
-0.802234,-2.91229,-0.914298
2.62956,-2.25563,0.427093
-0.859366,-1.31789,-1.66764
-1.94928,-0.690533,-1.7928
0.671123,-1.64402,-0.433822
-0.418788,-0.207471,-0.60927
1.07508,-2.75591,0.421765
-1.78942,-1.40982,-2.03395
-1.09559,-0.567295,-1.42992
0.504486,-2.87566,0.120157
-2.71745,2.04413,-0.357848
2.28237,-0.197217,0.963753
1.95862,1.07398,1.96732
-0.951657,0.730086,-0.0144653
2.11133,0.976378,1.95307
-2.82915,-1.83135,-2.13262
-0.0948544,-1.99963,-0.977853
1.81176,0.750778,1.77468
-1.20527,-2.72441,-1.28712
-0.394067,1.43747,0.661382
-1.42135,-2.35177,-1.63327
2.09229,-2.76946,0.738719
-2.79546,-1.73338,-2.1487
-0.108771,0.635232,0.584707
-0.675517,2.91815,-0.330468
1.63688,0.866874,1.80514
1.59861,-1.88665,0.126501
1.65446,0.816151,1.78025
2.75023,0.924922,2.00657
2.39169,-2.24263,0.41635
2.37099,2.57004,1.74014
1.59769,-2.18879,0.263019
0.474455,-0.251053,0.139973
-1.74785,-1.84618,-1.96645
-2.1974,-0.269731,-1.45399
-0.752976,2.97967,-0.434624
2.87878,-0.814137,0.465904
2.81359,1.20985,2.12202
-2.18806,2.77825,-0.767341
0.703534,1.9566,1.46875
0.854605,-2.50504,0.102523
-0.880974,1.731,0.253246
-2.29647,2.73723,-0.746223
-1.6085,-2.59458,-1.54236
-0.442959,-1.84838,-1.3229
-2.58817,2.92547,-0.895256
-0.0813038,-0.779345,-0.856285
-1.18989,-2.23256,-1.60549
-1.8482,-1.40487,-2.04641
2.88482,-0.846365,0.444574
-0.214796,1.1822,0.787507
2.28273,0.0100715,1.18416
-0.433254,2.98022,-0.196802
1.42886,0.678997,1.62692
1.26827,-2.33529,0.224237
0.706098,2.37887,1.24578
2.24098,-1.07435,0.267305
-0.615089,-1.58414,-1.50967
2.71928,0.551547,1.75628
-0.697491,-0.854239,-1.40373
-2.12452,0.266252,-0.86667
-2.70701,0.682842,-0.539192
0.625893,-2.68504,0.0678296
2.36752,-0.638345,0.554175
-0.816517,-0.199414,-0.901645
-0.357444,-2.05109,-1.17412
-0.63633,-0.231642,-0.810412
-0.978942,-2.39663,-1.40114
1.63944,0.0428493,1.08938
0.621681,-0.412928,0.0816383
2.94452,2.81395,1.68096
2.95788,-1.27413,0.252517
-0.770738,1.97162,0.241275
-0.132027,-1.37869,-1.13342
0.765977,-2.80663,0.265562
2.19593,0.61106,1.74233
0.201428,-0.21974,-0.0614285
0.218641,2.47922,0.783101
1.36367,0.240249,1.21147
-1.17213,0.918147,-0.0173631
0.815418,-0.372825,0.261806
-0.540743,-2.26094,-1.20303
0.159312,2.62571,0.620713
0.771287,-2.16627,-0.167645
1.09266,2.38601,1.47204
0.0756271,-1.11628,-0.893653
1.2115,-0.888482,0.0598121
1.51694,2.82256,1.34355
2.5662,-1.60575,0.214461
1.00201,1.04633,1.66586
2.96539,1.30013,2.15729
1.88006,-0.624977,0.480256
0.0309467,-1.79491,-0.942829
1.37209,-1.23677,-0.00914335
2.00293,2.38271,1.77861
1.75041,-2.23933,0.331991
-2.70665,-2.66361,-1.7333
-1.73137,-1.27651,-2.00708
2.79289,1.8905,2.11626
-2.1584,-0.224684,-1.40292
-1.07782,1.02106,0.0840759
2.47446,2.51804,1.79151
-2.5596,0.445157,-0.733175
-0.557956,-0.507599,-1.0361
1.99744,0.955686,1.92489
0.220289,1.38986,1.20566
-0.561802,0.507599,0.0746031
2.16389,2.01264,1.98387
-0.139901,0.0531039,-0.0552907
-1.06318,0.984984,0.0757837
-0.585424,1.12891,0.45769
-2.3069,0.214063,-0.944877
-2.13587,1.19062,-0.213812
1.0044,-1.89892,-0.137016
-1.11463,-1.30031,-1.79931
1.54111,-0.497711,0.495956
-0.875114,1.95971,0.177126
1.50156,-0.560886,0.425151
2.00293,-0.29903,0.811061
2.79216,0.560154,1.76973
2.269,1.41751,2.09097
-2.04358,-1.64878,-2.07236
1.30599,-2.54734,0.382092
-2.14448,0.0974181,-1.05175
-0.815052,0.835744,0.148237
0.0970519,-0.407068,-0.362923
-0.529757,2.86596,-0.178932
0.214979,-2.3981,-0.482182
2.77348,-1.54953,0.218253
-2.40048,2.07142,-0.352476
1.05841,-2.80992,0.454051
2.17781,2.08881,1.95742
2.69639,2.21388,1.98917
-0.159495,-0.403772,-0.595465
-1.73064,-1.23421,-1.99932
2.62553,2.84984,1.59755
-0.872917,0.541476,-0.122133
-2.3558,-0.370262,-1.56888
-1.31075,-2.22743,-1.66081
-1.23585,0.204175,-0.676907
0.50174,-0.935726,-0.438367
-2.96429,0.0366232,-1.16709
-0.959348,-1.01978,-1.64641
1.87457,0.249222,1.36254
-2.73283,-2.6215,-1.7642
-1.01154,1.83318,0.143219
0.932796,-1.50156,-0.265047
-0.939755,-2.39114,-1.38274
1.63267,1.79528,1.93418
-2.82512,-2.06134,-2.0636
2.61161,2.52664,1.81039
-0.999451,0.185314,-0.573771
-2.68211,2.08918,-0.376031
-0.282549,-2.07544,-1.10171
2.70994,-1.89654,0.27543
-0.301776,-0.0933895,-0.375566
-2.69365,2.25124,-0.45523
2.93719,-1.23494,0.262601
-2.00311,1.859,-0.219743
-1.77001,-2.5206,-1.64171
-0.408167,-2.76378,-0.750476
1.10438,-2.41421,0.192859
-0.87072,0.761399,0.0603776
0.497711,-2.86266,0.10422
2.92987,-2.28493,0.433397
2.18879,-1.58451,0.181253
-1.60026,0.869804,-0.224001
0.976378,1.39132,1.73028
-1.4122,0.822377,-0.184888
1.60941,0.93536,1.83396
-2.51218,-1.9176,-2.0792
-1.53415,-0.220655,-1.26891
-1.90478,2.90771,-0.829288
-2.01593,1.2278,-0.183078
-0.789782,2.88848,-0.384006
-0.159495,-0.382714,-0.573431
